1445171925 timestamp;capacitance;temperature;light
1447605317 ;323;172;-30376
1447605375 ;324;172;-30210
1447605432 ;323;172;-29544
1447605490 ;323;172;-29327
1447605548 ;323;172;-29434
1447605606 ;322;172;-29499
1447605663 ;323;172;-28929
1447605721 ;322;172;-30703
1447605779 ;323;172;-29436
1447605837 ;323;173;-29746
1447605894 ;322;172;-29377
1447605952 ;322;172;-30080
1447606009 ;323;172;-29771
1447606067 ;323;172;-30495
1447606125 ;323;172;-29479
1447606182 ;322;172;-29691
1447606240 ;323;172;-29407
1447606298 ;323;172;-29480
1447606355 ;322;172;-31002
1447606413 ;323;172;-30533
1447606471 ;323;172;-30805
1447606528 ;323;172;-30993
1447606586 ;322;173;-31105
1447606644 ;322;172;-31074
1447606702 ;323;172;-31115
1447606760 ;322;172;-31205
1447606817 ;323;172;-30999
1447606875 ;322;172;-31120
1447606933 ;322;172;-31080
1447606990 ;323;172;-31098
1447607048 ;323;173;-31130
1447607106 ;323;172;-30224
1447607164 ;323;173;-31143
1447607221 ;323;172;-31087
1447607279 ;323;172;-31300
1447607337 ;323;172;-31079
1447607395 ;322;173;-31046
1447607453 ;323;172;-31188
1447607510 ;323;172;-31077
1447607568 ;323;173;-31112
1447607625 ;323;173;-31327
1447607683 ;323;173;-31161
1447607741 ;323;173;-30728
1447607798 ;322;172;-31232
1447607856 ;323;173;-31490
1447607914 ;323;173;-31260
1447607971 ;323;173;-31424
1447608029 ;322;173;-31027
1447608087 ;323;173;-31244
1447608144 ;323;173;-31162
1447608202 ;324;173;-30943
1447608260 ;321;173;-30966
1447608317 ;324;173;-31271
1447608375 ;321;173;-31242
1447608433 ;322;174;-31125
1447608490 ;323;172;-31378
1447608548 ;323;173;-31007
1447608605 ;323;173;-31139
1447608663 ;322;173;-31053
1447608721 ;321;173;-31153
1447608778 ;322;174;-31132
1447608836 ;322;173;-31291
1447608893 ;322;173;-29975
1447608951 ;322;173;-31040
1447609009 ;322;174;-31244
1447609066 ;322;173;-31003
1447609124 ;323;173;-31169
1447609182 ;322;173;-31260
1447609240 ;323;174;-30785
1447609297 ;323;174;-31012
1447609355 ;322;173;-31227
1447609413 ;323;174;-31082
1447609471 ;323;174;-31280
1447609528 ;323;173;-30823
1447609586 ;323;174;-31209
1447609644 ;322;174;-31043
1447609701 ;323;174;-31025
1447609759 ;323;174;-30965
1447609817 ;323;174;-30857
1447609875 ;322;174;-30868
1447609932 ;323;174;-31338
1447609990 ;322;174;-30815
1447610047 ;322;174;-31408
1447610105 ;323;174;-30198
1447610162 ;323;174;-31332
1447610220 ;322;174;-31289
1447610277 ;323;174;-31362
1447610335 ;322;174;-31402
1447610393 ;322;174;-31343
1447610450 ;323;174;-31333
1447610508 ;322;174;-31048
1447610566 ;323;174;-31392
1447610624 ;322;174;-31577
1447610681 ;323;174;-31497
1447610739 ;323;174;-31261
1447610797 ;323;175;-31288
1447610855 ;323;174;-31489
1447610912 ;323;174;-31296
1447610970 ;322;174;-31526
1447611028 ;323;175;-31429
1447611085 ;323;174;-31125
1447611143 ;322;175;-31447
1447611200 ;323;174;-31655
1447611258 ;322;175;-31378
1447611316 ;322;174;-31397
1447611374 ;323;174;-30760
1447611431 ;322;174;-31294
1447611489 ;323;175;-31268
1447611547 ;323;175;-31364
1447611604 ;322;174;-31253
1447611662 ;323;175;-31420
1447611720 ;322;175;-31455
1447611778 ;323;174;-31063
1447611835 ;323;174;-31422
1447611893 ;323;175;-31144
1447611951 ;322;174;-31120
1447612008 ;325;174;-31431
1447612066 ;323;174;-31161
1447612124 ;323;175;-31282
1447612181 ;322;175;-31184
1447612239 ;324;175;-30574
1447612297 ;323;175;-31329
1447612355 ;323;175;-31365
1447612412 ;323;175;-31418
1447612470 ;322;175;-31255
1447612528 ;324;175;-31383
1447612586 ;323;174;-31303
1447612643 ;323;175;-31333
1447612701 ;323;175;-31134
1447612758 ;323;175;-31341
1447612816 ;323;175;-31433
1447612874 ;323;175;-31343
1447612931 ;324;175;-31375
1447612989 ;323;175;-31156
1447613047 ;323;175;-31184
1447613104 ;323;175;-31467
1447613162 ;322;175;-29916
1447613219 ;323;175;-31571
1447613277 ;323;175;-31445
1447613335 ;323;175;-31319
1447613392 ;323;175;-31347
1447613450 ;323;175;-31339
1447613508 ;324;175;-31449
1447613566 ;322;175;-30992
1447613624 ;322;176;-31387
1447613681 ;322;175;-31488
1447613739 ;323;175;-31555
1447613797 ;322;175;-31519
1447613855 ;322;175;-31422
1447613913 ;323;175;-31656
1447613970 ;323;175;-31415
1447614028 ;322;176;-31350
1447614086 ;323;176;-31569
1447614143 ;321;176;-31324
1447614201 ;323;176;-31775
1447614259 ;321;175;-31392
1447614317 ;323;175;-31641
1447614374 ;323;176;-31594
1447614432 ;321;175;-31419
1447614490 ;323;176;-31336
1447614548 ;322;175;-31477
1447614605 ;323;175;-31619
1447614663 ;322;176;-31200
1447614721 ;322;176;-31335
1447614779 ;322;176;-31447
1447614837 ;323;175;-31413
1447614894 ;323;176;-31115
1447614952 ;323;176;-31257
1447615010 ;323;175;-31127
1447615068 ;322;175;-31412
1447615126 ;323;176;-31611
1447615184 ;323;175;-31678
1447615241 ;322;176;-30948
1447615299 ;322;176;-31435
1447615357 ;323;176;-31349
1447615415 ;323;176;-31484
1447615472 ;322;176;-31453
1447615530 ;324;176;-31715
1447615588 ;323;176;-31382
1447615646 ;323;176;-31700
1447615704 ;322;176;-31636
1447615761 ;322;176;-31293
1447615819 ;322;176;-31558
1447615877 ;322;175;-31527
1447615935 ;322;176;-31593
1447615993 ;322;176;-31441
1447616050 ;321;175;-31694
1447616108 ;322;176;-31432
1447616166 ;323;176;-31400
1447616224 ;324;175;-31547
1447616282 ;323;176;-31583
1447616339 ;322;176;-31424
1447616397 ;322;176;-31701
1447616455 ;322;176;-31330
1447616512 ;322;176;-30932
1447616570 ;323;176;-31642
1447616628 ;323;176;-31466
1447616686 ;323;176;-31343
1447616744 ;323;175;-31374
1447616801 ;322;176;-31452
1447616859 ;322;176;-31127
1447616917 ;322;176;-31612
1447616974 ;323;176;-31337
1447617032 ;321;176;-31281
1447617090 ;322;176;-31418
1447617147 ;323;176;-31114
1447617205 ;324;176;-31453
1447617263 ;323;175;-30796
1447617321 ;323;176;-31452
1447617378 ;324;176;-31300
1447617436 ;322;176;-31483
1447617494 ;324;176;-31711
1447617552 ;323;176;-31732
1447617610 ;323;176;-31737
1447617668 ;323;176;-31518
1447617725 ;323;176;-31470
1447617783 ;322;176;-31643
1447617841 ;323;176;-31500
1447617899 ;322;176;-31632
1447617957 ;323;176;-31338
1447618014 ;323;176;-31497
1447618072 ;322;176;-31748
1447618130 ;321;176;-31534
1447618188 ;323;176;-31597
1447618245 ;323;176;-31485
1447618303 ;322;176;-31383
1447618361 ;323;176;-31508
1447618419 ;323;176;-31529
1447618477 ;322;176;-31299
1447618534 ;321;176;-31281
1447618592 ;324;176;-31260
1447618650 ;322;176;-31242
1447618708 ;323;176;-31437
1447618766 ;322;176;-31366
1447618823 ;323;176;-31433
1447618881 ;323;176;-31465
1447618939 ;323;176;-31433
1447618997 ;322;176;-31067
1447619055 ;322;176;-31281
1447619112 ;324;176;-31168
1447619170 ;323;176;-31354
1447619228 ;322;176;-31308
1447619285 ;322;176;-31526
1447619343 ;323;176;-31369
1447619401 ;323;176;-31396
1447619459 ;322;176;-31593
1447619516 ;323;176;-31540
1447619574 ;323;176;-31314
1447619632 ;322;176;-31413
1447619689 ;322;176;-31471
1447619747 ;323;176;-31336
1447619805 ;322;176;-31242
1447619862 ;323;176;-31416
1447619920 ;323;176;-31326
1447619977 ;322;176;-31197
1447620035 ;323;176;-31444
1447620093 ;322;176;-31363
1447620151 ;322;176;-30630
1447620208 ;323;176;-31351
1447620266 ;323;176;-31494
1447620324 ;322;176;-31271
1447620382 ;322;176;-31448
1447620439 ;323;176;-31216
1447620497 ;322;176;-31207
1447620555 ;323;176;-31277
1447620613 ;323;176;-31349
1447620670 ;323;176;-31484
1447620728 ;322;176;-31099
1447620786 ;322;176;-31302
1447620843 ;322;176;-31369
1447620901 ;322;176;-31387
1447620959 ;323;176;-31158
1447621016 ;321;176;-31463
1447621074 ;323;176;-31404
1447621132 ;322;176;-31490
1447621189 ;321;176;-31337
1447621247 ;322;176;-31536
1447621305 ;323;176;-30830
1447621362 ;322;176;-30349
1447621420 ;322;176;-31541
1447621478 ;324;176;-31414
1447621536 ;323;176;-31323
1447621593 ;323;176;-31454
1447621651 ;322;176;-31464
1447621709 ;322;176;-31297
1447621767 ;322;176;-31199
1447621824 ;323;176;-31268
1447621882 ;322;176;-31218
1447621940 ;322;176;-31467
1447621997 ;322;176;-31179
1447622055 ;323;176;-31361
1447622113 ;322;176;-31548
1447622170 ;322;176;-31270
1447622228 ;323;176;-31281
1447622286 ;323;176;-31247
1447622344 ;323;176;-31260
1447622401 ;322;176;-31495
1447622459 ;323;176;-31268
1447622517 ;323;177;-31423
1447622574 ;323;176;-31468
1447622632 ;323;177;-30689
1447622690 ;322;176;-31278
1447622748 ;323;177;-31405
1447622805 ;322;176;-31307
1447622863 ;323;176;-31269
1447622921 ;322;176;-31235
1447622979 ;323;176;-31266
1447623036 ;323;176;-31382
1447623094 ;322;176;-31272
1447623152 ;322;176;-31438
1447623209 ;323;176;-31276
1447623267 ;322;176;-31372
1447623325 ;323;176;-31234
1447623382 ;323;176;-31228
1447623440 ;323;176;-31240
1447623498 ;322;176;-31242
1447623555 ;323;176;-31375
1447623613 ;323;176;-31515
1447623671 ;323;177;-31549
1447623728 ;322;176;-31340
1447623786 ;322;176;-31289
1447623844 ;324;176;-31458
1447623901 ;322;176;-31275
1447623959 ;322;176;-31288
1447624017 ;322;176;-31329
1447624074 ;323;177;-31592
1447624132 ;323;176;-31418
1447624189 ;322;176;-31186
1447624247 ;323;177;-31357
1447624305 ;322;176;-31565
1447624362 ;323;176;-31288
1447624420 ;323;176;-31346
1447624478 ;322;176;-31331
1447624536 ;323;177;-31581
1447624593 ;322;177;-31370
1447624651 ;322;176;-31365
1447624709 ;322;176;-31561
1447624767 ;322;177;-31607
1447624824 ;322;176;-31453
1447624882 ;320;177;-31376
1447624940 ;323;176;-31287
1447624998 ;322;176;-31278
1447625055 ;323;177;-31437
1447625113 ;323;177;-31251
1447625170 ;322;176;-31186
1447625228 ;322;176;-31415
1447625286 ;323;176;-31482
1447625343 ;323;176;-31244
1447625401 ;323;176;-31325
1447625459 ;323;176;-31228
1447625516 ;323;176;-31340
1447625574 ;323;176;-31191
1447625632 ;322;177;-31410
1447625690 ;323;176;-31491
1447625747 ;322;177;-31458
1447625805 ;322;177;-31361
1447625863 ;323;177;-31294
1447625920 ;323;176;-31182
1447625978 ;322;176;-31244
1447626035 ;323;177;-31242
1447626093 ;322;176;-30827
1447626151 ;322;176;-31478
1447626208 ;322;176;-31262
1447626266 ;323;176;-31225
1447626323 ;323;176;-31564
1447626381 ;322;176;-31441
1447626438 ;324;176;-31416
1447626496 ;323;177;-31412
1447626553 ;322;176;-31259
1447626611 ;322;176;-30677
1447626669 ;322;176;-31252
1447626727 ;322;176;-31336
1447626784 ;322;176;-30928
1447626842 ;323;177;-31320
1447626899 ;322;176;-31197
1447626957 ;322;176;-31403
1447627015 ;323;176;-31409
1447627073 ;321;176;-31457
1447627130 ;322;176;-31398
1447627188 ;322;176;-31289
1447627246 ;323;176;-31369
1447627303 ;322;176;-31494
1447627361 ;321;176;-31454
1447627418 ;322;176;-31435
1447627476 ;323;176;-31364
1447627534 ;323;176;-31495
1447627591 ;322;176;-31409
1447627649 ;322;176;-30832
1447627707 ;322;176;-31181
1447627764 ;322;177;-31325
1447627822 ;321;176;-31453
1447627880 ;321;176;-31478
1447627937 ;322;176;-31514
1447627995 ;322;177;-31326
1447628053 ;322;176;-31174
1447628111 ;321;176;-31115
1447628168 ;323;176;-31132
1447628226 ;322;177;-31199
1447628284 ;323;177;-31150
1447628342 ;322;176;-31353
1447628399 ;322;176;-31194
1447628457 ;322;176;-31212
1447628515 ;322;176;-31286
1447628572 ;322;176;-31188
1447628630 ;323;176;-31073
1447628688 ;322;176;-31503
1447628745 ;322;176;-31196
1447628803 ;323;176;-30548
1447628860 ;321;176;-31304
1447628918 ;321;176;-31087
1447628975 ;321;176;-31276
1447629033 ;323;176;-31228
1447629091 ;322;176;-31084
1447629148 ;323;176;-31428
1447629206 ;322;176;-31171
1447629264 ;323;176;-31276
1447629322 ;322;176;-31157
1447629379 ;322;176;-31124
1447629437 ;321;176;-31394
1447629495 ;323;176;-31387
1447629552 ;322;177;-31377
1447629610 ;322;176;-31485
1447629668 ;323;176;-30843
1447629726 ;322;176;-31318
1447629783 ;322;176;-31406
1447629841 ;323;176;-31185
1447629899 ;322;176;-31191
1447629956 ;322;176;-31432
1447630014 ;322;177;-31574
1447630072 ;322;176;-31212
1447630129 ;323;176;-31258
1447630187 ;323;176;-31165
1447630245 ;323;176;-31160
1447630303 ;322;176;-30765
1447630360 ;321;176;-31403
1447630418 ;323;176;-31393
1447630476 ;323;176;-31264
1447630534 ;321;176;-31456
1447630592 ;322;176;-31198
1447630649 ;323;176;-31447
1447630707 ;323;176;-31172
1447630765 ;323;176;-31141
1447630823 ;323;176;-31266
1447630880 ;322;176;-31154
1447630938 ;322;176;-31307
1447630996 ;322;176;-31283
1447631054 ;322;176;-30556
1447631112 ;321;176;-31085
1447631169 ;322;176;-31168
1447631227 ;323;176;-31368
1447631285 ;323;176;-31289
1447631342 ;321;176;-31099
1447631400 ;321;176;-31167
1447631458 ;323;176;-31175
1447631516 ;322;176;-31439
1447631573 ;322;176;-31147
1447631631 ;323;176;-31126
1447631689 ;322;176;-30985
1447631747 ;322;176;-31285
1447631804 ;323;176;-31064
1447631862 ;322;176;-31110
1447631920 ;323;176;-31181
1447631977 ;322;176;-30834
1447632035 ;322;176;-31037
1447632092 ;323;176;-30945
1447632150 ;322;176;-31065
1447632207 ;322;176;-30959
1447632265 ;322;176;-31063
1447632323 ;321;176;-30978
1447632380 ;322;176;-31078
1447632438 ;323;176;-30942
1447632496 ;322;176;-31123
1447632553 ;323;176;-31042
1447632611 ;323;176;-31103
1447632669 ;323;176;-31001
1447632727 ;322;176;-31015
1447632784 ;324;176;-30989
1447632842 ;322;176;-30967
1447632900 ;322;176;-31159
1447632957 ;323;176;-31109
1447633015 ;322;176;-31124
1447633073 ;322;176;-30941
1447633130 ;323;176;-30934
1447633188 ;322;176;-30998
1447633246 ;322;176;-30866
1447633303 ;321;176;-30919
1447633361 ;322;176;-31206
1447633418 ;321;176;-30888
1447633476 ;321;176;-30987
1447633533 ;323;176;-31046
1447633591 ;322;176;-31036
1447633649 ;323;176;-30869
1447633707 ;321;176;-30982
1447633764 ;322;176;-30943
1447633822 ;322;176;-30958
1447633880 ;323;176;-30937
1447633938 ;322;176;-31185
1447633995 ;323;176;-30982
1447634053 ;322;176;-30928
1447634111 ;323;176;-30885
1447634169 ;322;176;-30929
1447634226 ;323;176;-31043
1447634284 ;321;176;-30929
1447634342 ;323;176;-30851
1447634399 ;323;176;-30692
1447634457 ;323;176;-30957
1447634515 ;323;176;-30956
1447634573 ;322;176;-30788
1447634630 ;323;176;-31015
1447634688 ;321;176;-30886
1447634745 ;322;176;-30848
1447634803 ;323;176;-30958
1447634861 ;323;176;-30806
1447634918 ;323;176;-31032
1447634976 ;322;176;-30903
1447635033 ;322;176;-30985
1447635091 ;321;176;-30975
1447635149 ;322;176;-29346
1447635207 ;322;176;-30817
1447635264 ;322;176;-30663
1447635322 ;323;176;-31073
1447635380 ;323;176;-31005
1447635437 ;321;176;-30883
1447635495 ;322;176;-30912
1447635553 ;321;176;-30910
1447635611 ;321;176;-30992
1447635668 ;323;176;-31102
1447635726 ;323;176;-31075
1447635784 ;322;176;-30919
1447635842 ;321;176;-31018
1447635900 ;323;176;-30884
1447635957 ;322;176;-30919
1447636015 ;322;176;-31170
1447636073 ;322;176;-30986
1447636130 ;322;176;-30747
1447636188 ;322;176;-30922
1447636246 ;322;176;-30615
1447636303 ;322;176;-30877
1447636361 ;321;176;-30944
1447636419 ;322;176;-30922
1447636476 ;322;176;-30985
1447636534 ;322;176;-31150
1447636592 ;323;176;-31109
1447636649 ;322;176;-30966
1447636707 ;323;176;-30965
1447636765 ;323;176;-30907
1447636822 ;323;176;-31154
1447636880 ;322;176;-30961
1447636938 ;323;176;-30896
1447636996 ;322;176;-30977
1447637053 ;322;176;-30995
1447637111 ;322;176;-30682
1447637169 ;322;176;-30848
1447637226 ;322;176;-30862
1447637284 ;322;176;-30975
1447637341 ;322;176;-30943
1447637399 ;321;176;-31127
1447637457 ;322;176;-30525
1447637514 ;322;176;-30855
1447637572 ;321;176;-30939
1447637630 ;323;176;-30831
1447637688 ;322;176;-31045
1447637745 ;323;176;-30936
1447637803 ;322;176;-30880
1447637861 ;321;176;-30880
1447637918 ;322;176;-30780
1447637976 ;322;176;-31175
1447638034 ;322;176;-30889
1447638091 ;323;176;-30449
1447638149 ;322;176;-30628
1447638207 ;323;176;-30818
1447638265 ;322;176;-30874
1447638322 ;321;176;-30889
1447638380 ;323;176;-30572
1447638437 ;321;176;-30897
1447638495 ;322;176;-30862
1447638553 ;321;176;-30934
1447638611 ;322;176;-30866
1447638668 ;323;176;-30650
1447638726 ;322;176;-30849
1447638784 ;323;176;-30871
1447638842 ;322;176;-30775
1447638899 ;322;176;-30959
1447638957 ;324;176;-30857
1447639015 ;323;176;-30991
1447639073 ;323;176;-30868
1447639130 ;322;176;-30974
1447639188 ;322;176;-30838
1447639245 ;322;176;-30879
1447639303 ;323;176;-30911
1447639361 ;322;176;-30832
1447639418 ;323;176;-31041
1447639476 ;321;176;-30921
1447639533 ;322;176;-31034
1447639591 ;322;176;-30866
1447639648 ;319;176;-30936
1447639706 ;322;176;-30843
1447639764 ;321;176;-30987
1447639822 ;321;176;-30946
1447639880 ;322;176;-30864
1447639937 ;322;176;-31047
1447639995 ;321;176;-31093
1447640053 ;322;176;-30898
1447640111 ;323;176;-30673
1447640168 ;322;176;-30913
1447640226 ;322;176;-30954
1447640284 ;323;176;-30899
1447640341 ;322;176;-30822
1447640399 ;322;176;-30912
1447640457 ;322;176;-30911
1447640514 ;322;176;-30983
1447640572 ;322;176;-30803
1447640630 ;322;176;-30947
1447640688 ;323;176;-30782
1447640745 ;322;176;-30872
1447640803 ;322;176;-30958
1447640861 ;322;176;-30969
1447640919 ;323;176;-30744
1447640976 ;322;175;-30914
1447641034 ;322;176;-30794
1447641092 ;322;175;-30712
1447641150 ;322;176;-30860
1447641207 ;323;176;-30764
1447641265 ;322;176;-30802
1447641323 ;322;176;-30695
1447641381 ;322;175;-30909
1447641438 ;323;176;-30854
1447641496 ;322;176;-30767
1447641554 ;322;175;-30814
1447641611 ;323;176;-30644
1447641669 ;323;176;-30893
1447641727 ;323;175;-30728
1447641785 ;321;176;-30700
1447641842 ;323;176;-30913
1447641900 ;321;176;-30769
1447641957 ;321;176;-30699
1447642015 ;322;176;-30749
1447642073 ;322;175;-30825
1447642131 ;322;176;-30868
1447642188 ;321;176;-30911
1447642246 ;323;175;-30975
1447642304 ;322;176;-30635
1447642362 ;322;176;-30862
1447642420 ;322;176;-30877
1447642477 ;322;175;-30828
1447642535 ;322;175;-30949
1447642593 ;322;176;-30854
1447642650 ;321;176;-31066
1447642708 ;322;176;-30821
1447642766 ;323;176;-30735
1447642824 ;322;176;-30939
1447642882 ;321;175;-30622
1447642939 ;323;175;-28571
1447642997 ;322;176;-30787
1447643055 ;323;176;-31025
1447643113 ;321;175;-30710
1447643170 ;322;176;-30684
1447643228 ;322;176;-30795
1447643286 ;321;176;-30940
1447643344 ;321;176;-30879
1447643401 ;322;175;-30345
1447643459 ;322;176;-30990
1447643517 ;321;175;-30773
1447643575 ;322;175;-30780
1447643632 ;323;175;-30540
1447643690 ;323;176;-30978
1447643748 ;321;176;-31029
1447643806 ;321;176;-30072
1447643863 ;323;176;-30917
1447643921 ;323;176;-30727
1447643979 ;321;176;-30723
1447644037 ;322;176;-30892
1447644094 ;322;176;-30749
1447644152 ;323;176;-30803
1447644210 ;322;176;-30830
1447644268 ;322;175;-30801
1447644325 ;322;175;-30676
1447644383 ;322;176;-30598
1447644441 ;322;175;-30393
1447644499 ;322;176;-30846
1447644556 ;322;176;-30902
1447644614 ;321;175;-30440
1447644672 ;322;176;-30740
1447644729 ;322;175;-30826
1447644787 ;322;176;-30400
1447644845 ;322;176;-30775
1447644902 ;322;176;-30715
1447644960 ;323;176;-30598
1447645018 ;323;175;-30707
1447645076 ;322;176;-30875
1447645134 ;321;176;-30811
1447645191 ;322;175;-30619
1447645249 ;322;175;-30576
1447645307 ;322;176;-30788
1447645365 ;322;176;-30829
1447645422 ;322;176;-30749
1447645480 ;321;175;-30550
1447645538 ;323;176;-30900
1447645596 ;322;176;-30745
1447645653 ;322;175;-30666
1447645711 ;323;175;-30606
1447645769 ;323;175;-30751
1447645827 ;322;175;-30595
1447645884 ;321;175;-30654
1447645942 ;322;175;-30698
1447646000 ;322;175;-30656
1447646058 ;322;175;-30066
1447646116 ;323;175;-30512
1447646173 ;322;175;-30296
1447646231 ;321;176;-30671
1447646289 ;323;175;-30517
1447646347 ;322;175;-30586
1447646404 ;321;175;-30649
1447646462 ;321;175;-29991
1447646520 ;323;175;-30760
1447646578 ;322;176;-30820
1447646635 ;322;175;-30575
1447646693 ;322;176;-30670
1447646751 ;322;175;-30667
1447646809 ;322;176;-30569
1447646866 ;323;176;-30481
1447646924 ;323;175;-30686
1447646981 ;323;176;-30670
1447647039 ;322;175;-30733
1447647096 ;322;175;-30877
1447647154 ;322;176;-30725
1447647211 ;324;175;-30369
1447647269 ;321;176;-30660
1447647326 ;322;175;-30603
1447647384 ;323;175;-30798
1447647442 ;321;176;-30956
1447647500 ;323;175;-31143
1447647558 ;322;175;-30784
1447647615 ;321;175;-30555
1447647673 ;323;175;-30995
1447647731 ;321;176;-30896
1447647789 ;321;176;-30609
1447647847 ;321;175;-30646
1447647904 ;322;175;-30723
1447647962 ;321;176;-30646
1447648020 ;322;175;-30642
1447648078 ;321;176;-30741
1447648135 ;323;175;-30879
1447648193 ;322;176;-30576
1447648250 ;322;175;-30724
1447648308 ;322;176;-30870
1447648366 ;321;175;-30594
1447648424 ;322;175;-30813
1447648481 ;322;175;-30262
1447648539 ;323;176;-30844
1447648597 ;322;176;-30692
1447648655 ;323;176;-30735
1447648712 ;321;175;-30784
1447648770 ;322;175;-30706
1447648827 ;323;175;-30760
1447648885 ;321;175;-30740
1447648943 ;322;175;-30771
1447649000 ;323;176;-30855
1447649058 ;322;175;-30680
1447649116 ;321;175;-30464
1447649173 ;321;176;-30559
1447649231 ;321;175;-30617
1447649288 ;322;175;-30746
1447649346 ;322;175;-30857
1447649404 ;321;175;-30766
1447649461 ;322;176;-30522
1447649518 ;321;175;-30510
1447649576 ;321;176;-30613
1447649634 ;323;176;-30437
1447649691 ;322;175;-30017
1447649749 ;322;175;-30696
1447649807 ;322;176;-30728
1447649864 ;322;175;-30554
1447649922 ;322;175;-30599
1447649980 ;322;176;-30423
1447650037 ;321;175;-30719
1447650095 ;321;176;-30719
1447650152 ;322;175;-30891
1447650210 ;322;175;-30601
1447650268 ;322;176;-30450
1447650326 ;321;175;-30655
1447650384 ;322;175;-30558
1447650441 ;322;176;-30583
1447650499 ;321;175;-30946
1447650557 ;321;175;-30691
1447650615 ;321;175;-30512
1447650673 ;322;176;-30575
1447650730 ;322;175;-30278
1447650788 ;321;175;-30437
1447650846 ;322;175;-30268
1447650903 ;321;175;-30708
1447650961 ;322;175;-30698
1447651019 ;321;176;-30552
1447651077 ;321;176;-30941
1447651135 ;321;175;-30858
1447651192 ;323;175;-30573
1447651250 ;322;175;-30590
1447651308 ;324;175;-30683
1447651365 ;322;175;-30720
1447651423 ;322;175;-30661
1447651481 ;322;175;-30678
1447651539 ;322;176;-30596
1447651596 ;321;175;-30788
1447651654 ;323;175;-30777
1447651712 ;323;175;-30701
1447651770 ;322;176;-30868
1447651827 ;323;175;-30797
1447651885 ;322;175;-30689
1447651943 ;321;176;-30636
1447652001 ;321;176;-30800
1447652058 ;323;175;-30638
1447652116 ;322;175;-30709
1447652174 ;323;175;-30500
1447652231 ;322;176;-30845
1447652289 ;321;175;-30627
1447652347 ;320;176;-30919
1447652405 ;323;175;-30841
1447652462 ;322;175;-30530
1447652520 ;322;175;-30587
1447652578 ;321;175;-30761
1447652635 ;322;176;-30767
1447652693 ;321;176;-30650
1447652751 ;321;176;-30821
1447652808 ;322;176;-30752
1447652866 ;321;176;-30661
1447652924 ;322;176;-30708
1447652982 ;322;175;-30584
1447653039 ;321;176;-30441
1447653097 ;321;175;-30786
1447653154 ;321;175;-30628
1447653212 ;323;175;-30643
1447653269 ;321;176;-30306
1447653327 ;323;176;-30566
1447653385 ;322;175;-30662
1447653442 ;321;175;-30866
1447653500 ;322;175;-30539
1447653558 ;321;176;-30762
1447653615 ;322;176;-30721
1447653673 ;322;175;-30444
1447653731 ;322;175;-30579
1447653788 ;321;175;-30670
1447653846 ;322;176;-30589
1447653904 ;321;175;-30659
1447653962 ;322;175;-30681
1447654020 ;322;175;-30785
1447654078 ;321;176;-30548
1447654135 ;321;175;-30737
1447654193 ;322;175;-30565
1447654251 ;322;176;-29947
1447654309 ;321;176;-30773
1447654367 ;323;175;-30815
1447654425 ;323;176;-30680
1447654482 ;322;175;-30803
1447654540 ;321;176;-31183
1447654598 ;322;175;-31052
1447654656 ;322;175;-31467
1447654713 ;321;176;-31417
1447654771 ;322;175;-31378
1447654829 ;323;175;-31699
1447654887 ;322;175;-31929
1447654945 ;322;175;-31974
1447655002 ;322;176;-31928
1447655060 ;321;176;-32227
1447655118 ;322;175;-32600
1447655176 ;322;175;-32675
1447655234 ;321;175;32687
1447655291 ;321;175;32452
1447655349 ;322;175;32351
1447655407 ;322;175;32325
1447655465 ;322;175;31848
1447655523 ;322;176;31208
1447655580 ;321;175;-30386
1447655638 ;322;176;-31044
1447655695 ;321;175;-31208
1447655753 ;322;175;-30994
1447655811 ;322;175;-31826
1447655868 ;321;175;32322
1447655926 ;322;175;-32698
1447655984 ;322;175;31987
1447656042 ;319;175;31699
1447656099 ;322;176;30809
1447656157 ;322;176;29391
1447656215 ;322;175;28062
1447656273 ;321;175;28257
1447656331 ;322;175;27755
1447656388 ;322;175;27089
1447656446 ;323;175;25062
1447656504 ;323;176;24435
1447656562 ;321;176;24057
1447656619 ;322;176;24151
1447656677 ;322;175;23070
1447656735 ;322;175;23180
1447656792 ;322;176;23338
1447656850 ;323;175;23475
1447656908 ;321;175;23206
1447656966 ;322;175;21965
1447657023 ;323;175;21259
1447657081 ;321;175;20471
1447657139 ;321;175;19056
1447657196 ;321;175;18439
1447657254 ;322;174;17653
1447657312 ;322;175;16402
1447657370 ;322;175;15662
1447657427 ;322;175;15140
1447657485 ;321;175;14302
1447657542 ;322;175;13946
1447657600 ;321;175;12879
1447657657 ;323;175;13273
1447657715 ;323;175;13385
1447657773 ;323;175;14025
1447657830 ;322;175;13310
1447657888 ;323;175;12147
1447657946 ;323;176;11307
1447658003 ;323;175;10123
1447658061 ;322;175;10390
1447658119 ;322;175;12069
1447658177 ;321;176;11463
1447658234 ;321;175;10232
1447658292 ;321;175;9309
1447658350 ;322;175;9968
1447658407 ;321;176;9432
1447658465 ;322;175;9550
1447658522 ;322;176;9266
1447658580 ;322;176;8286
1447658638 ;322;175;8741
1447658695 ;322;175;8051
1447658753 ;322;175;7705
1447658811 ;323;175;8256
1447658869 ;321;176;7742
1447658926 ;322;175;7033
1447658984 ;322;175;6973
1447659042 ;322;176;7101
1447659100 ;323;176;6034
1447659157 ;322;175;6045
1447659215 ;322;175;5706
1447659273 ;321;175;5548
