timestamp;capacitance;temperature;light
;315;222;29750
;314;222;29600
;315;222;30190
;313;223;29857
;314;223;29946
;314;223;29880
;313;223;29803
;314;224;29759
;315;224;30424
;314;224;30822
;314;224;30775
;314;224;30659
;314;224;30404
;313;224;31231
;314;224;30096
;315;224;30769
;314;224;30674
;314;224;30960
;314;224;31250
;314;223;30690
;315;224;30837
;315;224;30803
;313;224;31106
;315;224;31175
;314;224;31100
;314;223;30543
;313;223;30713
;314;223;30518
;313;223;30018
;314;223;30247
;315;223;31004
;314;223;30440
;314;223;30336
;313;223;29424
;314;223;30629
;313;223;29990
;314;223;29738
;314;223;28839
;314;223;29385
;314;223;29440
;314;223;29779
;314;224;29727
;314;224;29454
;314;224;29377
;313;224;29624
;314;224;29482
;315;224;29767
;314;225;29607
;315;224;30313
;314;225;29662
;315;225;29873
;315;225;29762
;313;225;29720
;314;225;30225
;315;225;30255
;315;225;29548
;314;225;30052
;314;225;30325
;312;225;30147
;314;226;30352
;314;226;30092
;314;225;30008
;314;225;30659
;314;226;30767
;314;226;30726
;314;226;30574
;313;226;30207
;315;226;30913
;314;225;30914
;314;225;31042
;314;225;31335
;314;225;30862
;315;225;30704
;314;225;30351
;314;225;30325
;314;225;30074
;314;225;30246
;314;225;30288
;315;225;29980
;314;225;29166
;314;225;29809
;314;225;28825
;314;225;29316
;314;225;29311
;314;225;28893
;314;226;29006Š;314;226;28552
;314;226;29671
;313;226;29167
;313;226;29550
;314;226;29778
;314;226;28933
;314;226;29682
;314;226;29946
;314;227;29774
;314;227;29424
;314;227;29765
;314;227;30287
;313;227;30044
;314;227;30393
;314;227;29802
;314;228;29718
;314;228;29875
;314;227;30812
;314;228;30490
;314;227;30743
;314;227;29927
;315;227;30481
;315;227;30773
;315;227;30642
;314;227;30581
;314;227;30284
;313;227;30578
;315;227;30397
;313;227;30760
;314;227;30236
;314;227;30745
;314;227;30110
;314;226;30149
;314;226;30315
;314;227;30032
;314;226;29612
;314;226;29905
;315;226;29883
;314;226;29702
;314;227;29656
;311;226;29678
;315;226;29761
;313;226;29540
;314;226;29458
;314;227;29390
;313;227;28909
;315;227;29368
;315;227;29901
;315;227;29450
;314;227;29685
;314;228;29191
;313;228;29427
;314;227;29732
;314;227;30081
;315;228;29885
;315;228;30548
;314;228;29577
;314;228;30532
;314;228;29895
;314;228;30455
;316;228;29843
;314;228;30455
;315;228;29917
;313;227;30652
;313;227;30765
;313;228;31038
;314;228;30341
;314;228;31047
;313;228;30847
;314;227;30961
;314;227;31206
;314;227;31308
;313;227;31799
;314;227;31442
;314;227;30623
;314;227;31213
;315;227;31045
;315;227;30942
;315;226;30601
;315;226;30131
;314;226;30315
;314;226;30266
;314;226;29817
;315;226;29396
;314;226;29461
;315;226;29861
;314;226;28919
;314;226;29022
;314;226;29075
;314;226;29056
;314;226;28911
;314;227;28818
;315;227;29717
;315;227;28685
;314;227;29436
;313;228;29334
;314;227;29847
;314;227;29528
;313;228;29790
;315;228;29788
;313;229;29064
;314;229;29933
;314;229;29186
;315;229;29832
;314;229;29636
;315;229;29975
;314;229;30369
;314;230;30417
;313;229;30656
;314;229;30045
;313;229;30654
;315;230;30643
;315;229;30297
;314;230;31026
;314;229;30852
;314;230;30416
;313;229;30941
;314;229;31164
;315;229;30933
;315;229;31073
;315;229;30411
;314;229;30035
;314;229;30837
;314;228;30772
;314;228;31473
;313;229;30786
;314;228;30448
;315;228;31209
;314;228;30100
;313;228;29949
;315;228;30901
;314;228;30483
;314;228;30356
;313;228;30054
;314;228;29421
;314;227;29717
;314;228;29542
;314;228;29623
;315;228;29590
;314;228;30010
;314;228;29984
;314;228;29452
;314;228;29817
;313;228;30360
;314;228;29411
;315;229;29615
;314;228;29992
;315;228;29965
;315;229;29408
;314;229;29733
;315;229;30574
;315;229;29949
;315;229;29629
;314;229;30205
;315;229;30262
;314;229;30569
;314;229;30886
;315;229;30900
;313;229;30945
;314;229;30602
;314;229;31396
;313;229;31132
;315;229;30942
;313;229;30613
;315;228;30778
;314;228;30933
;314;228;31270
;314;228;31151
;314;228;30990
;314;227;31563
;313;228;31452
;315;227;31896
;314;227;31318
;314;227;31050
;314;227;31512
;314;227;31171
;314;226;30666
;313;226;31166
;314;226;31120
;315;226;31045
;314;226;31061
;314;226;30680
;314;226;30362
;314;225;30515
;315;225;29978
;314;226;30549
;313;225;30214
;313;225;30797
;314;226;29902
;313;226;30541
;314;225;29605
;314;226;29855
;314;226;29879
;313;225;30089
;314;226;29461
;313;226;29450
;313;226;30299
;314;226;30367
;314;226;30382
;313;226;29519
;313;226;30847
;313;227;31074
;314;227;30527
;314;227;30607
;313;227;30678
;314;226;30561
;313;227;30546
;314;227;30461
;314;227;31169
;314;227;31374
;314;227;31209
;314;226;30255
;315;226;30891
;313;227;30331
;314;227;31251
;314;227;30678
;314;227;31109
;314;226;30496
;315;226;31135
;313;226;32129
;313;226;31486
;314;226;30802
;314;226;31373
;313;226;31756
;314;225;31121
;314;225;30785
;314;225;30985
;313;225;30672
;312;225;30934
;313;225;31515
;313;225;31273
;313;225;30444
;313;225;30072
;314;225;30024
;313;225;30457
;313;224;30677
;313;225;30581
;314;225;29991
;313;224;29943
;314;225;29976
;314;225;29994
;314;225;29474
;315;225;29814
;313;225;29749
;314;225;30306
;314;225;30401
;313;225;30078
;313;225;29956
;314;225;30374
;314;225;30203
;313;225;31294
;313;225;31057
;315;225;30320
;313;225;31030
;313;226;31400
;314;226;30478
;314;225;30558
;313;225;31627
;314;225;30369
;314;226;31137
;314;225;31382
;313;225;31422
;314;225;30975
;313;225;31053
;313;225;30610
;313;225;31868
;313;225;32073
;314;225;31713
;315;224;31230
;313;225;31608
;313;224;31459
;314;224;31130
;312;224;31521
;313;224;30542
;315;224;31276
;315;224;31061
;314;224;31196
;313;224;30261
;314;224;30728
;312;224;30475
;313;223;29997
;313;223;30134
;315;223;29815
;313;224;30175
;313;223;30118
;314;224;28904
;315;224;29651
;313;224;28986
;314;224;29127
;314;224;29720
;315;224;29882
;313;225;29698
;313;225;30170
;313;225;29177
;313;225;29632
;314;225;29306Š;314;225;29824
;314;226;29202
;314;226;30125
;314;225;30302
;313;226;29507
;313;226;29723
;313;226;30526
;314;226;30821
;314;226;29819
;313;226;30949
;313;227;30921
;314;227;31209
;313;227;31358
;314;226;31152
;313;226;31655
;314;226;31246
;315;227;30888
;314;226;30313
;313;226;31561
;312;226;31737
;313;226;30674
;313;226;31962
;313;226;31406
;314;226;31119
;314;226;31199
;313;225;31020
;313;225;31650
;314;225;31471
;313;225;31719
;314;225;31879
;313;225;31466
;314;225;31797
;313;225;30517
;313;225;30579
;314;224;29076
;313;224;28632
;313;225;30867
;314;224;29745
;313;224;30504
;313;224;30751
;314;225;29639
;313;225;30664Š;314;225;30491
;315;225;30384
;314;225;29707
;316;225;30663
;321;225;30626
;316;225;31794
;315;226;30784
;317;226;31625
;320;226;32592
;320;226;32269
;318;226;-32724
;317;226;32661
;317;226;-32756
;315;226;32568
;315;226;32665
;316;226;32363
;316;226;31263
;317;226;31469
;317;225;32137
;316;225;32524
;316;225;32100
;315;225;32234
;316;225;30974
;315;225;31372
;315;225;31612
;315;225;32762
;316;225;32528
;317;225;-32531
;316;225;31637
;317;225;-32748
;317;225;31817
;317;225;32507
;315;224;31795
;317;224;32197
;316;224;31671
;317;224;31981
;316;224;32625
;316;224;-32274
;316;224;-32471
;316;223;32444
;317;223;-32513
;318;223;32265
;316;223;-32479
;317;223;32427
;317;223;32724
;317;222;31930
;316;222;32718
;317;223;-32086
;318;222;32477
;317;222;-32342
;317;222;-31983
;317;222;-32388
;316;222;-31529
;317;222;-32725
;316;220;-31652
;316;220;-31692
;317;220;-31976
;317;220;-32473
;317;220;-31594
;316;220;-31713
;318;220;-31357
;316;220;-31102
;318;219;-32627
;317;219;-31067
;315;219;-30747
;317;218;-31214
;317;218;-30873
;317;219;-30695
;316;218;-30842
;315;218;-30525
;317;218;-30871
;316;218;-30957
;315;217;-30887
;315;217;-30744
;316;217;-31638
;316;217;-31129
;315;217;-30979
;317;217;-31872
;317;216;-31082
;316;216;-31867
;316;216;-31277
;316;216;-30582
;315;216;-30652
;315;215;-30807
;317;215;-30520
;316;215;-31115
;316;214;-30067
;315;215;-30096
;315;215;-31391
;315;214;-30397
;316;214;-31929
;316;214;-31337
;315;214;-31177
;315;213;-30841
;314;213;-31353
;316;213;-31629
;316;213;-29750
;316;213;-29989
;315;213;-31561
;316;212;-30581
;315;212;-30439
;316;212;-30526
;314;212;-30347
;315;212;-30544
;316;212;-30192
;316;211;-31458
;317;211;-30367
;315;211;-31205
;316;211;-30335
;316;211;-31417
;316;210;-30397
;316;210;-30439
;315;210;-31193
;316;210;-30096
;315;210;-29889
;316;210;-30040
;316;209;-31163
;317;209;-29411
;316;209;-29999
;316;209;-31258
;317;209;-29528
;317;209;-31276
;316;209;-29837
;315;209;-31032
;316;209;-30521
;315;208;-29345
;316;208;-31056
;316;208;-30017
;316;208;-30484
;316;207;-29929
;316;207;-30917
;316;207;-30312
;316;207;-30801
;316;207;-30915
;316;206;-30371
;316;207;-31033
;316;206;-31041
;317;206;-29328
;317;206;-29935
;316;206;-29699
;316;206;-30019
;317;205;-29924
;315;205;-30430
;316;205;-29291
;316;205;-29998
;316;204;-29277
;316;204;-30219
;316;205;-31017
;315;204;-29869
;317;204;-29405
;317;204;-29423
;315;204;-29334
;316;204;-30767
;317;204;-30356
;317;204;-29043
;315;203;-29951
;317;204;-29796
;317;203;-30614
;317;203;-30295
;317;203;-30254
;316;203;-29142
;316;203;-30979
;318;202;-30918
;316;202;-30169
;316;202;-30502
;317;202;-30954
;316;202;-30365
;316;202;-30269
;315;202;-28851
;315;202;-30323
;316;202;-30634
;315;201;-29953
;316;202;-29076
;316;201;-30877
;316;201;-31069
;316;201;-30417
;315;201;-30586
;315;201;-30807
;316;201;-29075
;317;201;-29934
;316;201;-29838
;316;201;-29418
;316;201;-30685
;316;201;-29274
;315;201;-30357
;315;200;-29959
;315;200;-30124
;315;200;-30064
;316;200;-29708
;315;200;-30628
;316;200;-30622
;315;200;-29533
;316;200;-29243
;316;200;-29016
;316;200;-30238
;316;200;-30320
;316;200;-30796
;315;199;-30227
;317;200;-30840
;316;199;-29837
;315;199;-30981
;314;199;-30103
;315;199;-30904
;315;199;-30967
;315;199;-30887
;316;199;-30037
;315;199;-30295
;315;199;-29703
;316;199;-29884
;316;198;-30401
;316;198;-30305
;316;198;-30271
;316;198;-29359
;315;198;-30645
;315;198;-29279
;315;198;-29505
;315;198;-30562
;316;198;-30772
;315;197;-29458
;315;197;-30648
;316;197;-30569
;316;197;-29734
;315;197;-30231
;316;197;-30376
;315;197;-30209
;316;197;-30579
;316;197;-30586
;315;197;-30250
;315;197;-30012
;315;197;-30153
;315;197;-30745
;315;196;-30304
;316;197;-30683
;315;197;-29892
;316;196;-29899
;315;196;-29795
;315;196;-29447
;315;196;-29796
;316;196;-29356
;315;196;-30208
;316;196;-30562
;315;195;-29872
;316;195;-30125
;317;195;-28710
;314;195;-30501
;315;196;-29182
;315;195;-30329
;316;195;-28834
;315;195;-30564
;315;195;-29426
;315;195;-30383
;315;195;-29753
;315;195;-30375
;316;194;-30111
;316;195;-29809
;316;194;-30281
;315;194;-29949
;314;194;-30334
;315;194;-30277
;315;194;-30042
;314;194;-29467
;314;194;-30458
;316;194;-30298
;314;194;-30203
;315;194;-30038
;316;193;-30504
;315;194;-29894
;315;193;-30279
;315;193;-30296
;315;193;-30155
;315;193;-30547
;315;193;-30109
;316;193;-30348
;315;193;-28354
;314;193;-30287
;315;193;-30322
;316;193;-30432
;314;193;-30367
;315;193;-29975
;315;192;-30104
;314;192;-30385
;315;192;-30373
;316;192;-30368
;315;192;-30082
;314;192;-29172
;315;192;-30023
;315;192;-30033
;315;192;-30062
;314;192;-30240
;314;192;-30173
;314;192;-29739
;314;192;-28726
;315;192;-29280
;314;192;-29836
;315;192;-30082
;315;192;-30394
;315;192;-30087
;314;192;-30516
;314;191;-30278
;315;191;-29645
;315;192;-30100
;315;191;-30319
;314;192;-30381
;314;191;-30202
;315;191;-29889
;315;191;-30338
;314;191;-30184
;314;191;-30100
;314;191;-30143
;314;191;-30186
;315;191;-30241
;314;191;-29709
;314;191;-30287
;314;191;-30099
;314;191;-29324
;315;190;-30283
;315;191;-30284
;315;191;-29677
;314;190;-29993
;315;190;-30069
;315;190;-30119
;314;190;-30148
;314;191;-30526
;314;190;-29443
;314;190;-30557
;315;190;-30101
;314;190;-30191
;314;190;-29667
;314;190;-30155
;315;190;-30184
;314;190;-28751
;314;190;-29962
;315;190;-30613
;315;190;-29738
;314;189;-29941
;315;190;-29971
;314;190;-29970
;314;190;-29363
;314;190;-29980
;314;189;-29573
;314;189;-29783
;314;189;-29889
;314;189;-28754
;314;189;-30029
;315;189;-30210
;313;189;-30168
;314;189;-29649
;315;189;-29936
;314;189;-28712
;314;189;-29007
;315;189;-30195
;314;189;-29522
;314;189;-29278
;315;189;-29562
;314;189;-30505
;314;189;-29916
;314;189;-29800
;314;189;-30430
;314;189;-29778
;314;188;-30201
;315;189;-29499
;314;189;-29113
;314;189;-30024
;315;188;-30553
;315;189;-29309
;314;188;-29576
;314;188;-30550
;313;188;-30633
;314;188;-30276
;315;188;-29563
;314;188;-30349
;314;188;-30219
;314;188;-31012
;314;188;-30375
;314;188;-29814
;315;188;-30894
;314;188;-30415
;314;188;-30899
;314;188;-31000
;314;188;-30754
;314;188;-29620
;314;188;-30675
;314;188;-31728
;314;188;-31008
;313;188;-31392
;315;188;-31617
;314;188;-32112
;313;188;-32284
;314;188;-32271
;314;188;32702
;314;188;32553
;313;188;-27120
;314;188;-28034
;314;188;-27610
;314;188;-29104
;314;188;-31914
;313;188;32273
;314;188;30271
;315;188;29282
;313;188;29016
;314;188;28473
;314;188;29461
;314;188;27971
;314;188;27645
;314;188;28421
;314;187;27829
;314;188;25140
;314;188;24021
;314;187;22852
;314;188;23151
;314;188;23123
;314;187;22315
;314;187;22459
;314;187;20696
;314;187;18749
;314;187;18116
;314;187;18592
;314;187;17844
;313;187;16208
;314;187;15923
;314;187;16213
;315;187;17256
;314;188;16269
;314;187;14228
;314;187;13789
;314;187;13001
;314;187;12859
;313;187;12792
;314;187;11923
;314;187;12561
;314;187;11997
;314;187;12065
;314;187;11559
;315;187;10143
;314;187;10089
;315;187;10947
;313;187;11573
;313;187;11169
;314;187;12928
;314;187;14493
;313;186;11568
;314;186;11634
;314;187;9915
;314;187;8798
;313;187;9394
;314;187;9437
;314;186;8699
;314;187;8431
;314;187;10550
;313;186;11407
;314;187;7910
;313;186;6152
;314;186;6104
;314;187;6565
;313;186;6897
;314;186;6750
;314;186;7720
;314;186;7443
;313;187;8743
;315;186;8496
;315;186;7774
;314;187;7953
;314;186;9338
;314;186;10976
;314;186;11225
;315;186;12668
;313;186;15287
;314;186;14219
;314;186;13112
;313;186;13348
;314;186;10844
;314;186;9239
;314;186;7934
;315;186;7100
;315;186;5985
;315;186;5844
;314;186;6403
;314;186;6658
;314;186;6333
;314;186;5479
;315;186;5456
;314;186;6329
;315;186;7684
;313;186;6618
;314;186;5798
;314;187;5419
;314;187;5056
;314;186;4409
;314;186;3659
;314;186;3378
;313;186;3503
;314;186;3403
;314;186;3683
;315;186;4124
;314;186;4107
;313;186;3710
;313;186;3644
;314;187;3427
;314;186;3287
;314;186;3286
;315;186;3465
;314;186;3640
;314;187;3602
;313;186;3604
;313;186;3488
;314;186;3523
;314;186;3562
;314;186;3542
;315;186;3504
;314;186;3509
;314;186;3576
;313;186;3714
;314;187;3780
;313;186;3764
;313;186;3806
;315;186;4027
;315;186;4419
;314;186;4772
;314;186;4598
;314;187;4389
;313;186;4122
;314;186;3946
;314;186;3867
;314;186;3761
;314;186;3569
;314;186;3370
;314;186;3339
;315;186;3299
;314;186;3282
;314;186;3250
;315;186;3276
;314;186;3230
;315;186;3014
;313;186;2923
;314;186;2846
;313;186;2745
;314;186;2625
;314;186;2503
;314;186;2425
;313;186;2297
;314;186;2208
;314;187;2157
;313;186;2136
;313;186;2098
;314;186;2125
;314;186;2194
;314;186;2320
;314;186;2354
;315;186;2416
;313;187;2533
;313;186;2579
;314;186;2770
;314;186;2792
;314;187;2813
;313;186;2845
;313;187;2918
;314;187;2924
;313;186;3107
;315;186;2931
;313;186;2824
;314;187;2901
;313;187;2656
;314;186;2574
;313;187;2506
;313;186;2579
;313;186;2732
;313;186;2932
;313;186;3078
;313;186;3178
;314;187;3554
;313;186;4244
;314;186;3976
;313;186;3857
;313;186;3777
;314;186;3545
;314;186;3495
;313;186;3677
;315;186;4472
;314;186;4842
;313;186;-1
;313;186;4535
;313;186;4406
;312;186;4887
;313;186;4591
;313;186;4129
;314;186;3586
;313;186;3402
;314;186;3708
;314;186;3297
;314;186;3173
;313;186;3617
;313;186;3349
;313;186;3766
;313;186;4278
;314;186;4475
;314;186;4524
;314;186;4583
;313;186;4712
;314;186;-1
;313;186;5080
;313;186;5441
;313;186;5281
;314;186;5442
;313;186;5621
;313;186;5789
;314;186;5852
;314;186;6139
;314;186;6134
;314;186;5646
;314;186;5588
;313;186;6060
;313;186;6167
;313;186;6152
;313;186;6017
;313;186;5839
;314;186;5950
;314;186;6157
;313;186;6990
;312;186;7432
;313;186;6950
;313;186;6379
;313;186;6194
;313;186;6249
;313;185;6152
;315;185;5914
;314;185;5866
;314;185;5910
;313;185;6401
;313;185;5683
;313;183;5782
;312;183;5912
;313;183;6146
;312;182;5872
;314;182;5779
;313;182;5542
;313;181;5657
;312;181;6060
;313;181;6323
;315;180;6556
;313;180;7000
;313;180;6740
;314;180;5642
;312;180;4762
;313;180;4518
;313;181;4753
;313;181;-1
;313;181;5045
;313;182;5841
;313;182;6646
;313;182;6730
;314;182;6029
;315;183;4290
;315;183;4868
;315;185;-1
;314;185;4566
;313;186;3627
;315;186;3563
;315;187;3888
;315;187;4409
;317;188;4770
;317;188;4415
;321;188;4032
;319;189;3696
;319;189;3209
;318;190;3576
;318;190;3851
;317;190;3974
;319;191;3972
;319;191;3975
;318;191;3760
;317;191;3712
;318;192;3494
;317;192;3469
;316;192;3395
;316;192;3175
;315;192;3010
;316;192;2892
;315;192;2987
;315;192;3387
;315;193;3534
;315;192;3278
;316;193;3497
;314;193;3752
;316;193;4084
;315;193;4311
;315;193;4178
;315;193;-1
;314;193;5441
;315;193;4555
;314;193;4048
;315;193;3261
;315;193;3078
;314;193;2610
;316;193;3069
;315;193;3563
;314;194;3501
;315;193;3490
;314;193;3653
;315;193;3662
;314;193;4205
;314;193;4817
;314;193;4851
;314;193;-1
;315;193;5160
;314;193;6083
;314;193;7662
;315;193;4878
;314;193;3613
;314;193;2856
;315;193;2337
;314;193;2330
;313;193;2099
;314;193;2179
;313;193;2164
;314;193;2330
;314;193;2875
;315;192;3926
;314;193;3053
;313;193;2403
;315;193;2379
;315;193;2489
;314;193;2594
;314;193;2816
;315;193;3364
;315;193;4758
;315;193;-1
;316;193;7283
;315;193;8315
;315;193;8896
;314;193;4392
;315;193;3972
;316;193;4862
;315;193;3633
;315;193;3296
;315;193;3207
;314;193;3159
;315;193;3071
;314;193;2775
;315;193;2574
;315;193;2432
;315;193;2334
;315;193;2224
;314;193;2213
;314;193;2197
;315;193;2188
;315;193;2098
;315;193;2097
;314;193;2021
;314;193;2047
;316;193;2127
;316;193;2058
;314;193;2012
;315;193;2078
;315;193;2192
;314;193;2183
;314;193;2067
;315;193;1972
;315;193;1872
;316;193;1834
;315;193;1852
;315;193;1930
;315;193;2031
;315;192;2157
;315;192;2220
;314;192;2224
;314;193;2161
;315;193;2113
;315;193;2033
;315;193;2101
;314;193;2198
;315;193;2178
;316;193;2115
;316;193;2139
;315;193;2355
;315;194;2598
;314;194;2105
;314;194;2026
;314;194;2038
;315;194;2264
;314;195;2325
;315;195;2396
;314;195;2386
;314;195;2503
;314;196;2487
;315;196;2466
;315;196;2390
;314;196;2379
;315;196;2398
;315;196;2452
;315;196;2468
;316;197;2395
;315;197;2332
;315;197;2302
;316;197;2387
;315;197;2493
;315;197;2616
;315;197;2715
;314;197;2796
;315;197;2693
;316;197;2657
;315;197;2675
;315;197;2791
;314;197;2845
;315;197;2912
;315;197;2941
;315;197;2983
;315;198;3041
;315;198;3114
;315;198;3138
;315;198;3270
;315;197;3503
;315;197;3634
;316;197;3606
;316;197;3547
;314;197;3520
;315;197;3508
;315;197;3462
;316;197;3430
;315;197;3392
;316;197;3440
;316;197;3562
;316;197;3730
;315;197;3821
;315;197;3754
;316;197;3614
;315;197;3492
;316;197;3416
;315;197;3301
;315;197;3368
;315;197;3506
;315;197;3771
;316;197;4019
;315;197;4372
;317;197;4654
;315;197;-1
;314;197;4940
;315;197;5381
;316;197;5857
;315;197;6189
;315;197;6297
;315;197;6299
;316;197;6390
;315;197;6753
;315;197;7279
;315;197;7873
;316;198;8539
;314;198;8972
;316;198;9689
;317;198;10797
;316;198;12117
;316;199;13486
;315;199;14078
;316;199;13793
;317;199;13125
;315;199;12848
;317;199;13006
;318;200;12900
;317;199;13005
;317;199;13261
;317;200;13501
;316;199;13822
;317;200;14765
;316;200;15302
;316;200;15296
;316;200;14957
;316;200;15423
;316;200;15924
;317;200;16707
;316;200;17455
;317;200;17454
;316;200;17345
;316;200;18121
;315;200;20039
;316;200;21734
;316;200;22715
;315;200;22331
;315;200;22750
;316;200;21857
;315;200;21104
;316;200;20506
;315;200;20996
;315;200;22090
;316;200;23080
;316;200;24127
;315;199;24045
;316;199;25050
;315;200;25885
;314;199;27406
;317;200;27454
;316;199;26998
;315;199;27748
;315;199;29891
;315;199;30894
;317;199;31580
;315;199;31495
;316;199;30029
;316;199;28749
;315;199;28530
;316;199;28476
;315;199;28151
;315;199;28820
;315;199;28695
;314;199;28659
;315;199;29841
;315;199;29210
;315;199;28938
;314;199;29557
;315;199;29775
;315;199;29982
;315;200;30243
;315;200;30282
;314;200;29999
;315;200;30598
;313;200;30422
;315;200;31058
;314;200;30847
;315;200;31248
;315;200;31752
;316;200;31304
;314;200;31630
;316;201;31935
;314;201;31955
;315;201;32183
;315;201;32409
;316;201;32454
;316;201;-32679
;315;201;-32614
;315;201;-32270
;316;201;-32418
;315;201;-32224
;317;201;-32330
;316;201;-32237
;316;201;-32134
;316;201;-31999
;315;201;-32038
;315;201;-31919
;316;201;-31703
;315;201;-31585
;316;201;-31477
;317;201;-31344
;316;201;-31710
;315;201;-31720
;316;201;-31721
;316;201;-30467
;316;201;-30085
;316;201;-31349
;315;201;-31367
;317;201;-31263
;316;201;-30843
;316;201;-31286
;315;201;-30541
;315;200;-31535
;315;200;-31461
;315;201;-31520
;317;201;-31502
;316;200;-31157
;316;200;-31517
;315;200;-31630
;316;200;-31459
;315;200;-31857
;316;200;-31407
;316;200;-31991
;316;200;-32146
;315;200;-32381
;317;200;-32115
;315;200;32711
;314;200;-32440
;315;200;32441
;316;200;-32465
;314;200;32687
;316;200;32499
;315;200;32581
;316;200;32381
;315;200;32693
;315;200;32320
;314;201;32537
;315;201;32586
;314;200;32409
;314;200;32292
;314;201;30193
;314;201;32747
;315;201;32465
;316;201;32578
;314;201;32595
;315;201;32507
;314;201;-32694
;315;201;32553
;314;201;32737
;315;201;32765
;315;201;-32763
;315;201;32735
;315;202;-32430
;314;202;-32294
;315;202;-32143
;314;202;-32247
;316;202;-32235
;315;202;-32111
;315;202;-31646
;315;202;-32043
;315;202;-31810
;315;201;-31810
;315;201;-31812
;315;201;-31541
;315;201;-31858
;314;202;-31523
;315;201;-30881
;316;201;-31378
;315;201;-31655
;315;201;-31623
;316;201;-31458
;315;201;-31763
;315;201;-31424
;315;201;-31778
;315;201;-31781
;315;201;-31573
;315;201;-31754
;314;201;-31592
;315;201;-31602
;316;201;-31729
;315;201;-32092
;315;201;-32265
;315;201;-32020
;315;201;-32529
;315;201;-32459
;315;201;-32616
;315;201;32620
;316;201;32463
;315;200;32161
;315;201;32495
;314;200;32083
;316;201;32041
;314;201;32111
;315;201;31929
;316;201;31866
;315;201;32047
;315;201;31936
;315;202;32326
;315;202;32084
;315;202;32253
;315;202;31978
;315;202;32318
;314;202;32226
;315;203;32517
;315;203;32358
;316;202;32291
;315;203;32512
;315;203;32280
;315;203;32471
;315;203;-32761
;315;203;32719
;315;203;-32697
;316;203;32575
;316;203;32721
;315;203;32622
;314;204;-32484
;315;203;-32670
;315;204;-32494
;315;203;-32662
;315;204;-31328
;315;204;-32301
;315;204;-32462
;315;203;-32584
;316;203;-32293
;315;203;-32378
;315;203;-32295
;315;203;-32202
;315;204;-31973
;316;204;-31838
;316;203;-31669
;316;204;-31710
;316;203;-32006
;317;203;-31852
;316;203;-31924
;315;203;-30278
;315;203;-31595
;316;203;-31726
;315;203;-31513
;316;203;-31882
;315;203;-31659
;315;203;-31295
;316;202;-31891
;315;203;-31985
;315;202;-32137
;315;202;-32284
;315;202;-32110
;315;202;-32296
;314;202;32749
;315;202;-32576
;315;202;32644
;316;202;32431
;316;202;32101
;315;202;32643
;314;203;31946
;316;202;32034
;315;203;32069
;316;202;31759
;315;203;31772
;316;202;31611
;315;203;31654
;315;203;31801
;315;203;31930
;316;204;32421
;315;203;31991
;315;204;32081
;316;204;31992
;315;204;-32763
;315;204;32099
;315;204;32132
;315;204;32168
;317;204;32227
;317;204;32106
;317;204;31992
;316;204;32226
;315;205;32327
;316;204;32445
;315;205;32456
;315;205;32183
;316;205;32482
;316;205;32532
;317;205;-32667
;315;205;32277
;315;205;32602
;314;205;32607
;315;205;32500
;315;205;32631
;315;205;32713
;315;205;-31680
;315;205;-32493
;315;206;-31792
;315;205;-32217
;315;206;-32257
;315;205;-32150
;315;205;-32319
;316;205;-32455
;316;205;-31667
;315;205;-31945
;317;205;-32273
;316;205;-31913
;316;205;-31996
;315;205;-31187
;315;205;-31922
;315;205;-31970
;315;205;-31842
;316;204;-31988
;316;205;-31823
;314;204;-31857
;315;204;-32066
;316;204;-31768
;315;204;-31946
;316;204;-32058
;316;204;-32230
;316;204;-30683
;317;204;-32254
;316;204;-32529
;315;204;-32676
;315;204;32727
;316;204;-32671
;315;204;32591
;314;204;30256
;316;204;32500
;315;204;32331
;315;204;32514
;316;204;32013
;315;204;31989
;314;204;31913
;315;204;31780
;315;204;31829
;314;204;31898
;315;204;31790
;314;205;31882
;315;204;32105
;317;205;31934
;315;205;31948
;314;205;32029
;315;205;32539
;315;205;-32614
;315;205;32111
;315;205;31914
;316;205;-32628
;315;205;32630
;314;205;-32672
;316;206;32657
;316;206;-32350
;315;206;-32277
;315;206;-32386
;315;206;-32481
;314;206;-32578
;316;206;-32614
;315;206;-31934
;315;206;-32698
;314;206;-31894
;315;206;32714
;314;206;32599
;315;206;32692
;314;206;32584
;315;206;-32605
;314;206;-32367
;315;206;-31745
;315;206;-32721
;314;206;-32536
;317;206;-32672
;315;206;-32629
;314;206;-32664
;315;205;-32408
;315;206;-32297
;314;205;-32249
;315;205;-32635
;316;205;-32492
;315;205;-32304
;315;205;-32225
;315;205;-32545
;315;205;-32065
;314;205;-32482
;315;205;-32261
;315;205;-32553
;315;205;-32594
;315;205;-32600
;314;205;-32469
;316;205;-32359
;315;205;-32365
;315;205;-32719
;315;204;32635
;314;204;32334
;314;204;32318
;315;204;32628
;315;204;31811
;316;204;32213
;315;204;31882
;314;205;-32402
;315;205;31897
;314;204;31835
;315;204;31391
;314;205;31836
;314;205;32093
;315;205;31691
;315;205;31692
;315;205;31845
;315;206;31837
;315;205;32455
;315;206;32044
;314;205;31917
;314;206;31967
;314;206;-32411
;314;206;-32648
;316;206;32377
;315;206;31691
;314;206;-32147
;313;206;-32429
;315;206;-31861
;314;206;32657
;314;206;32668
;315;206;-32470
;315;206;-32726
;314;206;-32651
;314;207;-31732
