timestamp;capacitance;temperature;light
;313;202;-31712
;312;202;-31960
;312;202;-31828
;311;202;-32441
;313;202;32557
;312;202;32668
;311;202;32687
;312;202;32245
;311;202;32099
;312;202;32454
;312;202;32374
;312;203;32161
;311;203;32358
;312;203;32711
;311;203;32545
;313;203;32370
;312;203;32334
;312;204;-32750
;313;204;-32545
;312;204;32562
;312;204;-32386
;312;204;-32668
;310;204;32745
;312;204;-32175
;311;204;-32518
;311;204;-32462
;313;204;-32186
;313;205;-32033
;312;204;-32138
;312;205;-31864
;312;204;-31862
;313;204;-31836
;310;204;-32287
;313;204;-31779
;313;204;-32224
;312;204;-31661
;313;204;-32066
;313;204;-31896
;312;204;-31503
;313;204;-31288
;312;204;-31359
;311;204;-31119
;311;204;-31129
;311;204;-30896
;312;204;-31244
;312;203;-30805
;312;203;-30757
;312;203;-30735
;311;203;-30988
;311;203;-30826
;312;203;-30768
;313;203;-30795
;311;202;-30448
;312;202;-30792
;312;202;-30452
;313;202;-30406
;312;202;-30804
;310;202;-30660
;313;202;-30644
;311;202;-30669
;311;201;-30606
;312;201;-30905
;311;201;-31288
;312;201;-31320
;311;201;-31429
;312;201;-31556
;311;201;-31935
;311;200;-31989
;313;200;-32214
;312;200;32731
;311;200;-32483
;311;200;-32632
;311;200;32403
;310;200;32153
;311;200;32455
;312;201;32312
;312;201;32240
;311;201;31814
;311;201;31638
;311;201;32329
;312;201;32010
;313;202;32039
;312;202;32605
;312;202;32481
;311;203;31997
;311;203;32070
;312;203;32562
;311;203;32101
;312;203;31998
;312;204;31959
;312;204;32398
;311;204;32339
;312;204;31791
;311;204;32079
;311;204;31744
;311;204;-30203
;312;204;-30819
;312;204;-31021
;311;204;-31880
;312;204;-32280
;312;204;-32475
;310;204;32319
;312;204;32017
;312;204;31304
;311;204;30681
;312;204;30166
;314;204;29245
;312;204;28591
;312;204;28112
;312;204;27417
;311;204;26315
;312;204;25582
;312;203;24810
;312;203;24056
;311;203;23160
;312;203;22452
;312;203;21930
;312;203;20988
;311;203;20137
;311;203;19145
;311;203;18247
;312;203;17629
;313;203;16874
;312;203;16225
;311;203;15446
;311;203;14721
;312;203;14222
;312;203;13720
;311;203;13034
;312;203;12517
;311;203;12220
;310;203;11760
;312;203;11458
;311;203;10974
;312;202;10677
;313;203;10371
;312;202;10099
;311;202;9817
;311;202;9526
;313;202;9292
;313;202;8915
;312;202;8701
;312;202;8341
;312;202;8056
;312;202;7823
;311;202;7570
;311;202;7361
;312;202;7108
;312;201;6985
;312;201;6833
;312;201;6631
;312;201;6436
;312;201;6398
;312;201;6316
;311;201;6196
;312;201;6121
;311;201;5975
;311;200;5920
;311;200;5795
;311;200;5654
;311;200;5503
;312;200;5347
;311;200;5204
;313;200;5086
;313;200;5009
;313;200;4838
;311;200;4773
;311;200;4676
;312;200;4597
;311;200;4519
;312;200;4475
;312;200;4388
;311;201;4307
;309;201;4255
;313;201;4142
;312;201;4022
;311;201;3948
;311;201;3889
;312;202;3806
;311;202;3694
;311;202;3687
;311;202;3658
;311;202;3665
;313;202;3682
;313;202;3689
;311;202;3666
;312;202;3619
;311;202;3573
;311;202;3546
;312;202;3543
;312;202;3539
;310;202;3520
;311;202;3554
;312;202;3613
;312;202;3618
;312;202;3539
;311;202;3548
;312;202;3514
;312;202;3461
;311;202;3442
;312;202;3485
;312;202;3470
;313;202;3459
;312;201;3386
;312;202;3387
;311;201;3344
;312;201;3230
;312;202;3183
;312;202;3208
;311;201;3393
;313;201;3255
;312;201;3192
;312;202;3074
;313;201;3067
;313;201;3107
;312;201;3265
;312;202;3292
;311;202;3263
;312;202;3206
;313;202;3174
;312;202;3179
;313;202;3126
;312;202;3155
;311;202;3135
;312;202;3178
;312;202;3127
;310;202;3098
;310;202;3001
;312;202;2925
;312;203;2777
;312;203;2621
;312;203;2578
;312;203;2565
;312;203;2565
;311;203;2602
;312;203;2496
;312;203;2542
;311;203;2470
;312;202;2416
;311;203;2407
;311;203;2361
;312;203;2363
;312;202;2370
;312;202;2336
;311;202;2411
;310;202;2459
;312;202;2432
;312;202;2351
;312;202;2305
;313;202;2251
;311;202;2177
;311;202;2177
;312;202;2204
;310;202;2162
;312;202;2128
;312;202;2084
;313;202;2034
;311;202;1968
;312;202;1976
;311;202;1988
;311;203;1943
;311;203;1896
;312;203;1874
;313;203;1840
;312;203;1815
;312;203;1841
;312;203;1877
;312;203;1937
;310;203;1905
;313;204;1834
;311;204;1812
;311;203;1811
;313;204;1832
;311;204;1830
;309;203;1760
;311;204;1791
;313;204;1798
;313;203;1770
;312;204;1750
;311;203;1757
;312;203;1760
;313;203;1858
;312;203;1763
;312;203;1710
;313;203;1702
;313;203;1710
;311;203;1686
;311;203;1668
;312;203;1654
;312;203;1686
;312;203;1713
;311;203;1671
;313;204;1623
;311;204;1614
;311;204;1600
;311;204;1614
;311;205;1673
;312;205;1697
;312;205;1647
;313;206;1631
;313;206;1620
;312;206;1622
;312;207;1609
;312;207;1610
;310;207;1629
;312;208;1603
;311;208;1619
;311;208;1669
;311;208;1675
;313;209;1706
;312;209;1711
;311;209;1716
;311;209;1724
;312;209;1733
;312;209;1720
;311;209;1709
;310;209;1807
;311;209;1817
;312;209;1905
;312;209;1943
;313;209;1977
;312;209;2019
;311;209;2021
;312;209;2013
;311;209;1962
;312;209;1941
;312;209;1938
;311;209;1999
;311;209;1968
;311;209;1889
;311;209;1886
;312;209;1883
;312;209;1896
;312;209;1930
;312;209;1951
;313;208;1960
;310;208;1973
;312;208;1986
;311;208;1985
;312;208;1979
;312;208;1944
;311;208;1955
;313;208;1918
;311;208;1909
;310;208;1873
;313;208;1872
;312;207;1830
;311;208;1883
;312;207;1899
;311;208;1901
;312;207;1907
;311;207;1922
;312;207;1924
;312;207;1917
;312;207;1872
;312;207;1880
;312;207;1886
;313;207;1817
;311;207;1789
;311;207;1794
;311;206;1777
;312;206;1821
;312;206;1814
;311;206;1834
;312;206;1877
;312;206;1841
;312;206;1893
;310;206;1897
;311;206;1901
;311;206;1869
;313;206;1831
;312;205;1818
;311;206;1812
;313;206;1813
;312;206;1858
;312;205;1878
;312;206;1925
;312;206;1931
;312;206;1954
;312;206;1923
;312;206;1901
;312;206;1862
;311;206;1823
;310;206;1817
;312;206;1806
;310;206;1800
;312;206;1857
;311;206;1907
;312;206;1897
;311;207;1937
;311;207;1941
;311;207;1936
;312;207;1959
;313;207;1996
;310;206;2038
;311;207;2003
;312;206;2003
;312;206;2000
;310;207;2002
;310;206;2013
;312;206;2033
;312;206;2026
;312;206;1926
;311;207;1973
;310;206;1930
;312;206;1958
;314;206;1931
;312;206;1948
;312;206;1906
;311;206;1962
;310;206;1944
;311;206;1912
;312;206;1906
;311;206;1905
;311;206;1931
;311;206;1911
;312;206;1902
;312;206;1842
;311;206;1855
;312;206;1828
;313;206;1798
;311;206;1815
;312;206;1804
;311;206;1781
;312;206;1798
;312;206;1808
;311;206;1840
;312;206;1801
;311;206;1778
;311;207;1767
;312;206;1818
;312;206;1808
;312;206;1793
;313;206;1751
;312;206;1825
;312;206;1803
;311;206;1828
;312;206;1845
;312;207;1831
;312;206;1817
;313;206;1839
;312;206;1837
;313;206;1865
;313;206;1856
;312;206;1877
;311;206;1877
;313;206;1884
;312;207;1878
;311;207;1857
;313;206;1886
;312;207;1893
;311;207;1917
;311;207;1893
;311;207;1871
;312;207;1887
;313;207;1866
;311;207;1847
;311;207;1852
;312;207;1849
;311;207;1856
;311;207;1879
;311;207;1885
;312;207;1877
;313;207;1879
;311;207;1859
;311;208;1867
;312;208;1871
;312;208;1877
;311;208;1856
;312;208;1887
;312;208;1853
;312;208;1849
;311;208;1814
;310;208;1802
;313;208;1809
;311;209;1792
;310;208;1793
;312;208;1767
;312;209;1787
;312;209;1762
;312;209;1751
;311;209;1751
;311;209;1715
;311;209;1709
;310;209;1734
;311;209;1731
;311;209;1697
;311;209;1683
;311;209;1673
;313;209;1681
;311;209;1704
;312;209;1695
;312;209;1674
;311;209;1658
;311;209;1651
;312;209;1626
;311;210;1609
;310;210;1600
;312;210;1593
;312;210;1592
;313;210;1573
;311;210;1575
;312;210;1588
;311;210;1562
;311;210;1559
;312;210;1533
;311;210;1526
;311;210;1520
;312;211;1499
;312;211;1478
;312;211;1632
;312;211;1519
;311;211;1500
;312;211;1448
;312;212;1453
;311;212;1429
;312;212;1417
;311;212;1409
;312;212;1389
;312;212;1407
;312;212;1384
;311;212;1343
;312;213;1348
;312;213;1339
;311;213;1358
;311;213;1368
;311;213;1379
;311;213;1371
;311;213;1346
;311;213;1363
;312;213;1348
;312;213;1360
;311;213;1346
;311;213;1357
;312;213;1367
;312;213;1406
;312;214;1418
;313;214;1450
;311;214;1447
;311;214;1447
;311;214;1469
;311;214;1502
;313;214;1531
;311;214;1563
;311;214;1563
;311;214;1604
;312;214;1612
;311;214;1637
;311;214;1659
;312;215;1685
;311;215;1684
;312;215;1671
;312;215;1674
;311;215;1715
;312;215;1740
;311;215;1739
;312;215;1772
;311;215;1789
;312;215;1790
;311;215;1835
;312;215;1905
;312;215;1969
;312;215;2065
;312;215;2165
;311;215;2181
;311;215;2296
;313;216;2290
;312;216;2323
;312;216;2331
;313;216;2379
;311;216;2378
;313;216;2412
;312;216;2407
;311;217;2404
;312;217;2401
;312;217;2429
;312;217;2394
;312;217;2426
;312;217;2444
;312;217;2442
;312;217;2432
;311;217;2423
;312;217;2419
;312;217;2447
;312;218;2414
;312;218;2396
;312;218;2437
;311;218;2410
;311;218;2444
;312;218;2461
;311;218;2436
;313;218;2433
;312;218;2447
;312;219;2471
;312;219;2497
;312;219;2505
;312;219;2474
;313;219;2496
;312;219;2507
;312;219;2517
;312;219;2534
;311;219;2557
;312;219;2531
;312;220;2568
;312;220;2565
;311;220;2587
;313;220;2569
;313;220;2574
;312;220;2573
;311;220;2613
;312;220;2612
;312;220;2600
;311;220;2628
;312;220;2647
;312;220;2643
;312;220;2639
;312;222;2675
;313;222;2681
;311;222;2668
;312;222;2708
;311;222;2716
;311;222;2700
;312;222;2702
;312;222;2738
;312;222;2709
;312;222;2719
;312;222;2737
;312;222;2744
;312;223;2739
;313;223;2752
;313;223;2750
;312;223;2816
;312;223;2814
;311;223;2808
;312;223;2834
;312;223;2852
;311;223;2860
;312;223;2852
;312;224;2883
;311;224;2883
;312;224;2917
;311;224;2897
;312;224;2939
;312;224;2964
;311;224;2972
;312;224;2959
;312;224;3021
;312;224;3013
;312;225;3039
;312;225;3035
;312;225;3075
;312;225;3121
;313;225;3104
;312;225;3147
;312;225;3144
;313;225;3159
;311;225;3166
;313;225;3180
;313;225;3189
;313;225;3219
;313;225;3175
;312;225;3199
;312;226;3182
;312;226;3228
;311;226;3208
;312;226;3206
;312;226;3253
;312;226;3319
;312;226;3375
;312;226;3440
;313;226;3500
;311;226;3553
;311;226;3626
;313;226;3701
;311;227;3745
;312;226;3820
;311;227;3888
;312;226;3876
;311;227;3954
;312;227;4007
;312;227;3992
;312;227;4044
;312;227;4065
;312;227;4100
;313;227;4116
;312;227;4128
;311;227;4120
;312;227;4147
;311;227;4154
;314;227;4205
;312;227;4238
;312;227;4270
;312;227;4346
;313;227;4488
;312;227;4571
;311;227;4713
;313;227;4815
;311;227;-1
;313;227;4959
;311;227;5104
;312;227;5240
;311;227;5351
;311;227;5465
;313;227;5617
;313;227;5744
;311;227;5899
;312;227;6027
;312;227;6181
;312;227;6419
;311;227;6583
;311;227;6724
;311;227;6959
;313;227;7160
;312;227;7349
;312;227;7407
;313;226;7616
;312;226;7856
;312;226;8227
;311;226;8410
;311;226;8773
;311;226;9065
;313;226;9386
;312;226;9746
;313;226;9993
;311;226;10341
;311;226;10643
;312;226;11127
;312;225;11536
;311;225;12046
;311;225;12359
;312;225;13075
;312;225;13459
;311;225;13928
;312;225;14625
;313;225;15143
;311;225;15760
;312;225;16278
;312;225;16849
;312;225;17474
;312;225;18136
;311;224;18605
;312;224;19367
;312;224;19789
;312;224;20428
;312;224;21023
;313;224;21628
;312;224;22039
;311;224;22660
;313;224;23560
;312;223;24672
;313;224;25729
;312;223;26773
;312;223;27497
;311;223;28100
;312;223;28713
;312;223;29260
;312;223;30002
;312;222;30280
;312;222;30977
;310;222;31327
;312;222;31855
;311;222;32479
;312;222;32662
;313;222;32511
;311;222;32104
;311;222;31687
;314;222;31613
;311;222;31708
;311;220;31682
;311;220;32126
;312;220;32347
;311;220;32171
;313;220;32615
;312;220;32127
;311;220;32255
;311;220;32575
;311;220;32541
;312;220;32407
;311;220;32330
;311;220;-32590
;312;219;-32752
;312;219;32510
;311;219;32567
;312;219;-32625
;311;219;-32724
;311;219;-32507
;312;219;-32514
;312;218;32637
;311;218;-32484
;312;218;-32351
;311;218;32707
;311;218;-32685
;311;218;-32632
;311;218;-32612
;312;218;32711
;312;218;-32734
;311;218;-32730
;313;218;-32561
;311;218;-32272
;311;217;-32761
;312;218;-32269
;311;218;-32310
;312;218;-32485
;311;217;-32364
;311;217;-32627
;313;217;-32133
;312;217;-32445
;313;217;-32665
;311;217;-32523
;312;217;-32578
;311;217;-32400
;311;217;-32169
;312;217;-32413
;311;217;-32003
;311;217;-32525
;312;217;-32510
;311;217;-31989
;312;217;-32084
;312;217;-32535
;312;217;-32315
;312;216;-32423
;313;217;-32683
;311;217;-31978
;310;217;-32361
;311;217;-31974
;312;216;-31898
;311;216;-32015
;312;216;-32337
;311;216;-32008
;312;216;-31877
;311;216;-31893
;310;216;-31998
;312;216;-32134
;312;216;-32409
;312;216;-32368
;312;215;-32364
;311;215;-32296
;312;216;-31907
;311;215;-31890
;313;215;-31913
;312;215;-31888
;311;215;-32387
;312;215;-32314
;312;215;-32240
;312;215;-32400
;312;215;-32404
;310;215;-32621
;311;215;-32406
;312;215;-32110
;311;215;-32101
;311;215;-32529
;310;215;-32632
;312;215;-32756
;312;215;-32384
;312;215;32746
;311;215;32653
;310;215;-32427
;312;214;32668
;311;215;-32489
;310;215;-32355
;312;215;-32379
;311;215;32710
;312;215;-32663
;310;214;-32692
;312;215;-32105
;311;215;-32191
;311;215;-32316
;309;215;-32202
;311;215;-31986
;312;215;-32002
;312;215;-31795
;311;215;-31938
;311;215;-31898
;310;214;-32288
;311;214;-32342
;312;214;-32342
;311;214;-32052
;311;214;-32178
;311;214;-32042
;312;214;-32031
;312;214;-31911
;312;214;-32159
;311;214;-32390
;312;214;-32039
;311;214;-32010
;312;214;-32182
;313;214;-32559
;311;214;-32423
;311;214;-31989
;312;213;-32499
;311;214;-31975
;311;213;-32089
;311;213;-32608
;312;213;-32178
;312;213;-32191
;311;214;-31995
;311;213;-32313
;312;213;-31960
;312;213;-32365
;312;213;-32310
;311;213;-32266
;310;213;-32329
;311;213;-32313
;312;213;-32223
;311;213;-32323
;310;213;-31880
;312;213;-32133
;312;213;-32095
;311;213;-32033
;312;213;-32158
;311;213;-32182
;311;213;-32093
;310;213;-32146
;310;213;-31764
;313;213;-31705
;312;213;-31788
;310;213;-31859
;313;212;-31625
;312;212;-32010
;311;212;-32000
;311;212;-32225
;311;212;-32009
;310;212;-31849
;311;212;-32137
;311;212;-31790
;312;212;-32306
;311;212;-32434
;312;212;-31835
;311;212;-32061
;312;212;-32312
;310;212;-32277
;312;212;-32227
;311;212;-32226
;312;211;32588
;312;211;32559
;309;212;-32522
;311;212;32752
;311;212;32663
;312;212;-32678
;313;212;32561
;311;212;32474
;311;212;32481
;312;212;32726
;311;212;32416
;311;212;32367
;310;212;-32403
;313;212;-32526
;311;212;-32498
;311;212;-32590
;312;212;-32305
;310;212;-32297
;311;212;-32486
;311;212;-32602
;311;212;-32337
;311;212;-32239
;310;212;-32467
;311;212;-32371
;311;212;-32547
;311;212;-32166
;311;212;-32448
;311;212;-32405
;311;212;-32532
;312;212;-32236
;310;212;-32621
;311;212;-32537
;311;212;-32024
;311;212;-32202
;310;212;-32356
;311;212;-32315
;313;212;-32410
;311;212;-32181
;312;212;-32443
;311;212;-32049
;312;212;-32595
;312;212;-32614
;311;212;-32098
;312;212;-32004
;310;212;-32043
;311;212;-32062
;310;211;-32765
;310;211;-32019
;312;211;-32439
;311;212;-32125
;310;211;-32358
;312;211;-32037
;310;211;-32009
;311;211;-31892
;311;211;-32078
;311;211;-31954
;310;211;-31703
;311;211;-31962
;310;211;-32193
;311;211;-31711
;310;210;-31617
;311;211;-31701
;310;211;-32053
;312;210;-32143
;310;210;-31881
;311;210;-32127
;313;210;-32100
;311;210;-31622
;312;210;-31943
;310;210;-31756
;311;210;-31984
;309;210;-31901
;312;210;-31907
;311;210;-31919
;310;210;-31954
;311;209;-32010
;311;210;-32191
;311;209;-31769
;310;209;-32109
;309;209;-32031
;311;209;-31991
;313;209;-31960
;311;209;-31780
;311;209;-32262
;313;209;-32153
;311;209;-31829
;310;209;-31851
;309;209;-32410
;312;209;-32367
;311;209;-32353
;312;209;-32032
;311;209;-32435
;311;209;-32513
;312;209;-32128
;311;209;-31994
;311;209;-32400
;310;209;-32281
;311;209;-32003
;311;209;-32390
;313;209;-32357
;310;209;-32169
;310;209;-32122
;311;209;-31712
;311;209;-32000
;313;209;-31762
;312;209;-32237
;311;209;-32166
;311;209;-31883
;311;209;-31794
;310;209;-32012
;312;209;-31840
;310;209;-31589
;310;209;-32094
;310;209;-31820
;310;209;-31608
;310;209;-31817
;311;209;-31772
;312;208;-32010
;312;208;-31886
;311;209;-31657
;310;208;-31786
;310;208;-31466
;310;208;-31768
;311;208;-31880
;310;208;-32020
;311;208;-31992
;310;208;-32060
;312;208;-31911
;311;208;-32165
;310;208;-32150
;311;208;-31991
;310;208;-32389
;310;208;-32294
;311;207;-32439
;311;208;-31839
;312;208;-32212
;312;208;-32623
;312;208;-31818
;311;208;-32174
;311;208;-32302
;312;207;-32179
;311;208;-32229
;311;208;-31948
;311;207;-32055
;312;207;-32103
;312;208;-32069
;310;207;-32024
;310;207;-31638
;311;207;-31621
;312;207;-31620
;311;207;-31959
;311;207;-31893
;311;207;-32057
;311;207;-31654
;312;207;-31873
;310;207;-31836
;312;207;-31837
;311;207;-31990
;312;207;-31582
;310;207;-31629
;311;206;-31859
;311;207;-31652
;313;207;-31622
;312;207;-31564
;311;207;-31985
;311;206;-32226
;310;207;-31559
;312;207;-31791
;312;207;-31551
;310;206;-31964
;312;206;-31997
;311;207;-32079
;310;206;-32058
;311;207;-31666
;312;206;-31888
;311;206;-31840
;310;206;-31931
;311;206;-32167
;311;206;-31955
;312;206;-32086
;311;206;-32103
;311;206;-32275
;311;206;-31701
;310;206;-31853
;311;206;-32014
;311;206;-32060
;310;206;-31709
;312;206;-31907
;311;206;-31850
;310;206;-31434
;311;206;-31315
;311;206;-31259
;311;206;-31535
;310;206;-31415
;310;206;-31379
;311;206;-31159
;312;206;-31156
;310;206;-31307
;311;206;-31415
;312;206;-31141
;311;206;-31215
;310;205;-31539
;311;205;-31208
;311;205;-31624
;312;205;-31258
;312;205;-31539
;311;205;-31567
;312;205;-31480
;311;205;-31354
;312;205;-31503
;310;205;-31483
;310;205;-31547
;311;205;-32019
;310;205;-31923
;310;205;-31962
;312;205;-31629
;311;205;-32070
;311;205;-32051
;311;205;-31910
;311;205;-31713
;311;205;-31486
;310;205;-31791
;310;205;-31623
;313;205;-31681
;313;205;-32010
;309;205;-31891
;311;205;-31526
;311;205;-31645
;310;205;-31955
;310;205;-31902
;310;205;-31781
;311;205;-31891
;311;205;-31436
;311;205;-31683
;311;205;-31198
;310;205;-31361
;312;205;-31686
;311;205;-31525
;312;205;-31499
;310;205;-31347
;310;205;-31583
;311;205;-31628
;313;205;-31882
;311;205;-31654
;311;205;-31886
;311;205;-31712
;310;205;-32035
;311;205;-32314
;312;205;-32010
;312;205;-32390
;312;205;-32089
;310;205;-32232
;312;205;-32367
;311;205;-31965
;311;205;-31894
;311;205;-31909
;311;206;-32322
;311;206;-31792
;311;206;-31926
;311;206;-31968
;310;206;-31763
;310;206;-31765
;310;206;-31825
;310;206;-31689
;311;206;-31748
;310;206;-32025
;310;206;-31833
;311;206;-31528
;310;206;-31488
;311;206;-31469
;310;206;-31462
;311;206;-31710
;310;206;-31762
;312;206;-31749
;312;206;-31498
;311;206;-31737
;310;206;-31399
;309;206;-31749
;310;206;-31700
;311;206;-31400
;311;206;-31571
;311;206;-31824
;310;206;-32017
;310;206;-31543
;311;206;-32043
;311;206;-31629
;311;206;-31920
;311;206;-31505
;313;206;-32009
;312;206;-32000
;310;206;-31570
;311;206;-31847
;311;207;-31468
;312;206;-31632
;310;206;-31408
;311;207;-31359
;310;207;-31463
;311;206;-31466
;312;207;-31559
;310;207;-31562
;311;207;-31399
;311;206;-31457
;312;207;-31643
;310;207;-31467
;311;207;-31294
;313;206;-31240
;311;207;-31243
;310;207;-31370
;312;206;-31643
;312;206;-31583
;312;206;-31584
;311;206;-31078
;311;206;-31247
;311;206;-31215
;311;206;-31168
;311;206;-31176
;311;206;-31316
;311;206;-31375
;311;206;-31290
;311;206;-31557
;309;206;-31458
;311;206;-31532
;310;206;-31196
;310;206;-31140
;311;206;-31520
;311;206;-31409
;311;205;-31435
;311;206;-31344
;310;205;-31557
;311;205;-31648
;309;206;-31631
;310;205;-31191
;310;205;-31557
;310;205;-31387
;311;205;-31122
;311;205;-31268
;311;205;-31563
;311;206;-31276
;310;205;-31168
;311;205;-31224
;312;205;-31169
;311;205;-31184
;311;205;-31461
;310;205;-31324
;311;205;-31165
;311;205;-31192
;311;205;-31377
;312;205;-31441
;311;205;-31521
;312;205;-31319
;311;205;-31249
;311;205;-31579
;310;205;-31445
;312;205;-31124
;310;205;-31484
;311;205;-31419
;311;205;-31161
;312;205;-31152
;310;205;-31615
;311;205;-31479
;309;205;-31636
;310;205;-31553
;311;205;-31464
;311;205;-31681
;311;205;-31563
;310;205;-31322
;311;205;-31288
;311;205;-31646
;310;204;-31683
;310;205;-31526
;308;205;-31335
;311;204;-31430
;310;205;-31714
;310;205;-31844
;312;205;-31634
;310;205;-31400
;311;205;-31803
;310;205;-31763
;310;205;-31655
;310;205;-31595
;312;205;-31762
;312;205;-31460
;310;205;-31394
;311;205;-31716
;310;205;-31567
;312;205;-31346
;311;205;-31674
;311;205;-31433
;311;205;-31719
;311;205;-31467
;311;205;-31617
;311;205;-31215
;311;205;-31131
;311;205;-31586
;310;205;-31394
;311;205;-31088
;311;205;-31502
;309;205;-31433
;310;205;-31482
;311;205;-31387
;311;205;-31359
;311;205;-31540
;311;205;-31374
;310;205;-31589
;310;205;-31046
;312;205;-31095
;311;205;-31031
;312;205;-31235
;310;204;-31460
;310;204;-31121
;311;204;-31169
;311;204;-31567
;311;205;-31408
;310;205;-31221
;311;204;-31455
;311;204;-31106
;311;205;-31388
;312;204;-31093
;312;204;-31306
;311;204;-31191
;310;204;-31036
;310;204;-31082
;310;204;-31463
;311;204;-31158
;311;204;-31153
;310;204;-31437
;311;204;-31332
;310;204;-31213
;310;205;-31111
;310;204;-31087
;311;204;-31098
;310;204;-31077
;310;204;-31270
;310;204;-31375
;310;204;-31344
;311;204;-31106
;310;204;-31375
;311;204;-31440
;310;204;-31383
;311;204;-31479
;311;204;-31001
;311;204;-31002
;311;204;-31415
;311;204;-31339
;310;204;-31184
;310;204;-31453
;310;204;-31420
;311;204;-31163
;311;204;-31112
;311;204;-31480
;311;204;-31676
;312;204;-31446
;310;204;-31552
;310;204;-31196
;313;204;-31147
;310;204;-31174
;312;204;-31408
;311;204;-31244
;311;204;-31340
;311;204;-31392
;311;204;-31649
;311;204;-31602
;312;204;-31245
;312;204;-31480
;311;204;-31518
;310;204;-31559
;310;204;-31495
;310;204;-31585
;309;204;-31430
;310;204;-31347
;313;204;-31467
;311;204;-31406
;311;204;-31499
;310;204;-31342
;313;204;-31424
;310;204;-31437
;312;204;-31043
;311;204;-31329
;311;204;-31423
;311;204;-31258
;311;204;-31127
;312;204;-31210
;312;204;-30973
;310;204;-30940
;310;204;-31028
;312;204;-30989
;311;204;-31041
;313;204;-31068
;311;204;-31087
;311;204;-31176
;310;204;-31260
;311;204;-31375
;312;204;-31221
;313;204;-31270
;311;204;-31320
;311;204;-31030
;311;204;-31279
;311;204;-31271
;310;204;-30909
;311;204;-31194
;310;204;-31468
;310;204;-31007
;311;204;-31288
;310;204;-31406
;310;204;-31439
;310;204;-31535
;311;204;-31356
;310;204;-31593
;310;204;-31230
;311;204;-31524
;311;204;-31570
;311;204;-31065
;310;204;-31106
;310;204;-31116
;310;204;-31120
;310;204;-31224
;310;204;-31027
;311;204;-30908
;311;204;-31123
;311;204;-31152
;311;204;-31180
;310;204;-31295
;311;204;-31300
;310;204;-30800
;311;204;-30817
;311;204;-31030
;309;204;-31012
;310;203;-31024
;310;204;-30878
;310;204;-30837
;311;203;-31024
;311;204;-30934
;310;203;-30686
;309;204;-30980
;310;203;-30866
;311;203;-30782
;311;203;-30802
;311;204;-31076
;311;203;-31113
;309;203;-31058
;311;203;-31102
;310;203;-30986
;310;203;-31133
;311;203;-31276
;310;203;-31463
;311;203;-31362
;311;203;-31172
;311;203;-31522
;310;203;-31130
;311;203;-31307
;311;203;-31478
;311;203;-31585
;310;203;-31257
;310;203;-31560
;311;203;-31701
;309;203;-31577
;310;203;-31240
;310;203;-31244
;311;203;-31414
;310;203;-31564
;311;203;-31489
;311;203;-31534
;311;204;-31406
;310;204;-31338
;310;204;-31096
;310;204;-31254
;310;203;-30868
;311;204;-30978
;311;204;-31008
;311;204;-30936
;310;204;-31286
;310;203;-31074
;310;204;-30916
;311;204;-30762
;311;203;-31041
;310;203;-30725
;310;203;-31015
;311;203;-30811
;310;203;-31057
;310;203;-30866
;310;203;-30996
;310;203;-30846
;312;203;-30886
;311;203;-31205
;310;203;-30972
;310;203;-31209
;311;203;-31143
;310;203;-31253
;311;203;-31326
;310;203;-31285
;311;203;-31138
;310;203;-31452
;311;203;-31136
;309;203;-31332
;313;203;-31217
;311;203;-31607
;312;203;-31562
;311;203;-31478
;310;203;-31456
;311;203;-31320
;311;204;-31212
;312;203;-31296
;311;204;-31209
;311;204;-31397
;311;204;-31391
;310;204;-31190
;309;204;-31171
;310;204;-31109
;311;204;-31374
;311;204;-31355
;311;204;-31270
;310;204;-31125
;310;204;-31333
;309;204;-31297
;310;204;-30894
;310;204;-30910
;311;204;-30956
;310;204;-30969
;310;204;-30600
;311;204;-30645
;310;204;-30925
;311;204;-30903
;311;204;-30699
;310;204;-31120
;310;204;-30788
;311;204;-31212
;310;204;-30911
;311;203;-31746
;311;204;-31233
;310;204;-31416
;310;204;-31330
;310;203;-31645
;311;203;-31727
;311;204;-31548
;310;204;-31620
;309;204;-31969
;311;204;-32016
;310;204;-31822
;311;204;-31707
;311;204;-31878
;311;204;-32066
;310;204;-31960
;311;204;-32022
;311;204;-32392
;313;205;-31926
;310;205;-31774
;311;205;-32268
;311;205;-32182
;311;205;-31745
;312;205;-31976
;310;205;-31659
;311;205;-31945
;310;205;-32062
;311;205;-31830
;311;206;-31974
;311;206;-31988
;311;206;-31607
;309;206;-32088
;310;206;-31809
;309;206;-31751
;311;206;-31908
;310;206;-31719
;311;206;-31771
;310;206;-31976
;310;206;-32181
;311;206;-32091
;311;206;-32073
;310;206;-32636
;310;205;32564
;311;206;32321
;310;206;-29724
;310;206;-30608
;312;206;-30764
;310;205;-31696
;311;206;-32041
;310;205;-32640
;311;205;32350
;310;205;31431
;310;206;30940
;310;206;30426
;311;206;29975
;312;206;29357
;311;206;28751
;311;206;27849
;312;206;27564
;310;206;26969
;309;206;26037
;310;206;25447
;311;206;24720
;311;207;23668
;312;207;23597
;311;207;22897
;311;207;22132
;311;207;22204
;310;207;21771
;311;207;21536
;310;207;21175
;310;207;20695
;310;207;19956
;311;207;19193
;311;207;19087
;310;207;18510
;311;207;18196
;310;207;17754
;311;207;16930
;311;207;16626
